Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year,Brnd_Name
1932581303,Orthopedic Surgery,Naproxen,21,21.0,630,156.52,17.0,NSAID,2022,Naproxen
1932588852,Orthopedic Surgery,Gabapentin,30,43.3,1298,252.89,22.0,Gabapentinoid,2022,Gabapentin
1932588852,Orthopedic Surgery,Oxycodone Hcl,17,17.0,129,109.18,15.0,Opioid,2022,Oxycodone Hcl
1942210018,Orthopedic Surgery,Gabapentin,20,26.0,780,319.71,14.0,Gabapentinoid,2022,Gabapentin
1942210018,Orthopedic Surgery,Tizanidine Hcl,18,18.0,197,68.3,13.0,Muscle Relaxant,2022,Tizanidine Hcl
1942210018,Orthopedic Surgery,Tramadol Hcl,11,11.0,78,35.48,11.0,Opioid,2022,Tramadol Hcl
1942231865,Orthopedic Surgery,Celecoxib,75,75.0,2250,3038.07,34.0,NSAID,2022,Celecoxib
1942231865,Orthopedic Surgery,Cyclobenzaprine Hcl,25,25.0,366,247.17,13.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942231865,Orthopedic Surgery,Diclofenac Sodium,20,22.8,641,290.67,11.0,NSAID,2022,Diclofenac Sodium
1942231865,Orthopedic Surgery,Gabapentin,19,23.0,680,179.1,,Gabapentinoid,2022,Gabapentin
1942231865,Orthopedic Surgery,Hydrocodone/Acetaminophen,122,122.0,1027,1184.21,85.0,Opioid,2022,Hydrocodone-Acetaminophen
1942231865,Orthopedic Surgery,Meloxicam,105,109.0,3230,495.52,62.0,NSAID,2022,Meloxicam
1942231865,Orthopedic Surgery,Methocarbamol,11,11.0,118,52.85,,Muscle Relaxant,2022,Methocarbamol
1942231865,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,79,79.0,738,1123.92,48.0,Opioid,2022,Oxycodone-Acetaminophen
1942231865,Orthopedic Surgery,Tizanidine Hcl,56,56.0,893,310.74,36.0,Muscle Relaxant,2022,Tizanidine Hcl
1942231865,Orthopedic Surgery,Tramadol Hcl,25,25.0,178,57.62,23.0,Opioid,2022,Tramadol Hcl
1942240205,Orthopedic Surgery,Baclofen,50,66.0,1846,1354.62,26.0,Muscle Relaxant,2022,Baclofen
1942240205,Orthopedic Surgery,Cyclobenzaprine Hcl,11,11.0,330,290.11,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942240205,Orthopedic Surgery,Gabapentin,45,45.0,1327,517.61,23.0,Gabapentinoid,2022,Gabapentin
1942240205,Orthopedic Surgery,Hydrocodone/Acetaminophen,16,16.0,72,128.58,13.0,Opioid,2022,Hydrocodone-Acetaminophen
1942240205,Orthopedic Surgery,Meloxicam,21,21.0,630,73.96,,NSAID,2022,Meloxicam
1942240205,Orthopedic Surgery,Oxycodone Hcl,77,77.0,496,702.11,48.0,Opioid,2022,Oxycodone Hcl
1942259569,Orthopedic Surgery,Celecoxib,42,42.0,1260,1332.81,37.0,NSAID,2022,Celecoxib
1942259569,Orthopedic Surgery,Cyclobenzaprine Hcl,17,17.0,238,35.34,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942259569,Orthopedic Surgery,Gabapentin,27,27.0,802,224.31,16.0,Gabapentinoid,2022,Gabapentin
1942259569,Orthopedic Surgery,Hydrocodone/Acetaminophen,83,83.0,333,428.78,53.0,Opioid,2022,Hydrocodone-Acetaminophen
1942259569,Orthopedic Surgery,Meloxicam,16,19.3,580,115.64,12.0,NSAID,2022,Meloxicam
1942259569,Orthopedic Surgery,Methocarbamol,69,69.0,558,439.59,38.0,Muscle Relaxant,2022,Methocarbamol
1942259569,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,119,119.0,626,917.01,49.0,Opioid,2022,Oxycodone-Acetaminophen
1942259569,Orthopedic Surgery,Tramadol Hcl,19,19.0,58,49.86,13.0,Opioid,2022,Tramadol Hcl
1942265418,Orthopedic Surgery,Celecoxib,35,40.0,1200,1102.61,23.0,NSAID,2022,Celecoxib
1942265418,Orthopedic Surgery,Cyclobenzaprine Hcl,17,17.0,170,119.1,12.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942265418,Orthopedic Surgery,Gabapentin,37,42.1,1146,632.51,20.0,Gabapentinoid,2022,Gabapentin
1942265418,Orthopedic Surgery,Hydrocodone/Acetaminophen,19,19.0,52,117.4,19.0,Opioid,2022,Hydrocodone-Acetaminophen
1942265418,Orthopedic Surgery,Meloxicam,51,51.3,1540,178.04,44.0,NSAID,2022,Meloxicam
1942265418,Orthopedic Surgery,Oxycodone Hcl,104,104.0,474,657.22,80.0,Opioid,2022,Oxycodone Hcl
1942265418,Orthopedic Surgery,Tramadol Hcl,73,73.0,446,161.02,38.0,Opioid,2022,Tramadol Hcl
1942289491,Orthopedic Surgery,Cyclobenzaprine Hcl,74,76.0,1644,1068.34,34.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942289491,Orthopedic Surgery,Gabapentin,21,21.0,518,146.88,,Gabapentinoid,2022,Gabapentin
1942289491,Orthopedic Surgery,Hydrocodone/Acetaminophen,32,32.0,347,463.0,,Opioid,2022,Hydrocodone-Acetaminophen
1942289491,Orthopedic Surgery,Meloxicam,76,84.3,2530,449.8,25.0,NSAID,2022,Meloxicam
1942289491,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,58,58.0,523,736.61,34.0,Opioid,2022,Oxycodone-Acetaminophen
1942289491,Orthopedic Surgery,Tizanidine Hcl,13,13.0,320,210.24,,Muscle Relaxant,2022,Tizanidine Hcl
1942289491,Orthopedic Surgery,Tramadol Hcl,18,18.0,283,62.78,15.0,Opioid,2022,Tramadol Hcl
1942298369,Orthopedic Surgery,Gabapentin,11,11.5,344,148.54,,Gabapentinoid,2022,Gabapentin
1942298369,Orthopedic Surgery,Methocarbamol,16,16.0,147,117.48,12.0,Muscle Relaxant,2022,Methocarbamol
1942309679,Orthopedic Surgery,Diclofenac Sodium,103,103.4,2191,1327.49,75.0,NSAID,2022,Diclofenac Sodium
1942309679,Orthopedic Surgery,Hydrocodone/Acetaminophen,24,24.0,198,296.48,17.0,Opioid,2022,Hydrocodone-Acetaminophen
1942309679,Orthopedic Surgery,Tizanidine Hcl,18,18.0,154,93.11,12.0,Muscle Relaxant,2022,Tizanidine Hcl
1942309679,Orthopedic Surgery,Tramadol Hcl,15,15.0,110,83.26,,Opioid,2022,Tramadol Hcl
1942403464,Orthopedic Surgery,Celecoxib,13,15.0,405,920.6,11.0,NSAID,2022,Celecoxib
1942403464,Orthopedic Surgery,Gabapentin,54,54.0,1589,599.53,50.0,Gabapentinoid,2022,Gabapentin
1942403464,Orthopedic Surgery,Hydrocodone/Acetaminophen,24,24.0,167,190.73,21.0,Opioid,2022,Hydrocodone-Acetaminophen
1942403464,Orthopedic Surgery,Methocarbamol,16,16.0,336,224.77,,Muscle Relaxant,2022,Methocarbamol
1942403464,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,14,14.0,95,81.76,11.0,Opioid,2022,Oxycodone-Acetaminophen
1942403464,Orthopedic Surgery,Tizanidine Hcl,11,13.0,368,184.62,,Muscle Relaxant,2022,Tizanidine Hcl
1942403464,Orthopedic Surgery,Tramadol Hcl,22,22.0,169,82.19,21.0,Opioid,2022,Tramadol Hcl
1942443692,Orthopedic Surgery,Acetaminophen With Codeine,15,15.0,119,81.9,12.0,Opioid,2022,Acetaminophen-Codeine
1942443692,Orthopedic Surgery,Cyclobenzaprine Hcl,53,53.0,1430,989.67,39.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942443692,Orthopedic Surgery,Gabapentin,32,44.0,1298,416.29,21.0,Gabapentinoid,2022,Gabapentin
1942443692,Orthopedic Surgery,Hydrocodone/Acetaminophen,123,123.0,900,1082.93,78.0,Opioid,2022,Hydrocodone-Acetaminophen
1942443692,Orthopedic Surgery,Meloxicam,33,49.0,1470,252.75,19.0,NSAID,2022,Meloxicam
1942443692,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,92,92.0,647,639.08,57.0,Opioid,2022,Oxycodone-Acetaminophen
1942443692,Orthopedic Surgery,Tizanidine Hcl,38,38.0,1010,430.97,27.0,Muscle Relaxant,2022,Tizanidine Hcl
1942443692,Orthopedic Surgery,Tramadol Hcl,73,73.0,565,238.55,50.0,Opioid,2022,Tramadol Hcl
1942489950,Orthopedic Surgery,Baclofen,24,38.0,1140,692.49,12.0,Muscle Relaxant,2022,Baclofen
1942489950,Orthopedic Surgery,Celecoxib,224,270.0,8100,12108.82,83.0,NSAID,2022,Celecoxib
1942489950,Orthopedic Surgery,Cyclobenzaprine Hcl,128,144.0,4202,1058.29,62.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942489950,Orthopedic Surgery,Diclofenac Sodium,26,26.0,582,752.43,19.0,NSAID,2022,Diclofenac Sodium
1942489950,Orthopedic Surgery,Diclofenac Sodium,133,317.0,9390,12259.36,82.0,NSAID,2022,Diclofenac Sodium Er
1942489950,Orthopedic Surgery,Gabapentin,476,677.0,20291,5106.1,165.0,Gabapentinoid,2022,Gabapentin
1942489950,Orthopedic Surgery,Hydrocodone/Acetaminophen,19,19.0,239,432.93,13.0,Opioid,2022,Hydrocodone-Acetaminophen
1942489950,Orthopedic Surgery,Meloxicam,887,1007.4,30162,3857.56,331.0,NSAID,2022,Meloxicam
1942489950,Orthopedic Surgery,Methocarbamol,11,19.0,560,237.62,,Muscle Relaxant,2022,Methocarbamol
1942489950,Orthopedic Surgery,Naproxen,16,20.0,600,92.78,,NSAID,2022,Naproxen
1942489950,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,76,76.0,625,653.52,34.0,Opioid,2022,Oxycodone-Acetaminophen
1942489950,Orthopedic Surgery,Pregabalin,13,13.0,390,651.13,,Gabapentinoid,2022,Pregabalin
1942489950,Orthopedic Surgery,Tizanidine Hcl,48,60.0,1765,300.14,23.0,Muscle Relaxant,2022,Tizanidine Hcl
1942489950,Orthopedic Surgery,Tramadol Hcl,58,58.0,539,259.89,37.0,Opioid,2022,Tramadol Hcl
1942489950,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,26,26.0,146,196.19,21.0,Opioid,2022,Tramadol Hcl-Acetaminophen
1942567961,Orthopedic Surgery,Cyclobenzaprine Hcl,12,12.0,223,165.87,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942567961,Orthopedic Surgery,Gabapentin,24,24.4,729,302.88,17.0,Gabapentinoid,2022,Gabapentin
1942567961,Orthopedic Surgery,Meloxicam,18,18.0,540,68.71,17.0,NSAID,2022,Meloxicam
1942592613,Orthopedic Surgery,Acetaminophen With Codeine,14,14.0,113,91.52,,Opioid,2022,Acetaminophen-Codeine
1942592613,Orthopedic Surgery,Celecoxib,23,33.0,990,974.2,22.0,NSAID,2022,Celecoxib
1942592613,Orthopedic Surgery,Cyclobenzaprine Hcl,26,26.0,276,235.12,22.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942592613,Orthopedic Surgery,Diclofenac Sodium,64,64.0,1898,830.81,56.0,NSAID,2022,Diclofenac Sodium
1942592613,Orthopedic Surgery,Gabapentin,85,111.5,3311,1270.85,66.0,Gabapentinoid,2022,Gabapentin
1942592613,Orthopedic Surgery,Hydrocodone/Acetaminophen,58,58.0,464,548.7,29.0,Opioid,2022,Hydrocodone-Acetaminophen
1942592613,Orthopedic Surgery,Methocarbamol,32,32.0,423,186.76,28.0,Muscle Relaxant,2022,Methocarbamol
1942592613,Orthopedic Surgery,Oxycodone Hcl,78,78.0,555,626.92,54.0,Opioid,2022,Oxycodone Hcl
1942592613,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,35,35.0,259,238.1,27.0,Opioid,2022,Oxycodone-Acetaminophen
1942592613,Orthopedic Surgery,Pregabalin,73,87.5,2625,2456.62,59.0,Gabapentinoid,2022,Pregabalin
1942592613,Orthopedic Surgery,Tramadol Hcl,49,50.0,464,155.47,41.0,Opioid,2022,Tramadol Hcl
1942596887,Orthopedic Surgery,Gabapentin,83,147.4,4310,2844.71,34.0,Gabapentinoid,2022,Gabapentin
1942596887,Orthopedic Surgery,Oxycodone Hcl,28,28.0,119,184.59,27.0,Opioid,2022,Oxycodone Hcl
1942616339,Orthopedic Surgery,Celecoxib,17,19.0,570,599.64,,NSAID,2022,Celecoxib
1942616339,Orthopedic Surgery,Cyclobenzaprine Hcl,47,47.0,648,184.76,20.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942616339,Orthopedic Surgery,Gabapentin,154,165.2,4857,2281.5,58.0,Gabapentinoid,2022,Gabapentin
1942616339,Orthopedic Surgery,Meloxicam,140,155.0,4590,600.79,58.0,NSAID,2022,Meloxicam
1942616339,Orthopedic Surgery,Methocarbamol,11,11.0,179,65.6,,Muscle Relaxant,2022,Methocarbamol
1942628227,Orthopedic Surgery,Gabapentin,24,26.0,780,238.75,12.0,Gabapentinoid,2022,Gabapentin
1942628227,Orthopedic Surgery,Hydrocodone/Acetaminophen,12,12.0,77,126.33,12.0,Opioid,2022,Hydrocodone-Acetaminophen
1942628227,Orthopedic Surgery,Meloxicam,13,13.0,360,83.63,,NSAID,2022,Meloxicam
1942628227,Orthopedic Surgery,Methocarbamol,20,20.0,428,127.18,16.0,Muscle Relaxant,2022,Methocarbamol
1942628227,Orthopedic Surgery,Tramadol Hcl,17,17.0,138,105.1,,Opioid,2022,Tramadol Hcl
1942628730,Orthopedic Surgery,Cyclobenzaprine Hcl,102,102.0,1054,768.22,56.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942628730,Orthopedic Surgery,Gabapentin,234,252.1,7389,3529.23,89.0,Gabapentinoid,2022,Gabapentin
1942628730,Orthopedic Surgery,Oxycodone Hcl,98,98.0,673,817.17,67.0,Opioid,2022,Oxycodone Hcl
1942628730,Orthopedic Surgery,Tizanidine Hcl,15,15.0,430,223.0,,Muscle Relaxant,2022,Tizanidine Hcl
1942628730,Orthopedic Surgery,Tramadol Hcl,17,17.0,102,95.72,12.0,Opioid,2022,Tramadol Hcl
1942629969,Orthopedic Surgery,Celecoxib,46,52.2,1313,1562.6,41.0,NSAID,2022,Celecoxib
1942629969,Orthopedic Surgery,Cyclobenzaprine Hcl,21,22.0,386,148.7,21.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942629969,Orthopedic Surgery,Gabapentin,232,237.5,7125,2003.26,97.0,Gabapentinoid,2022,Gabapentin
1942629969,Orthopedic Surgery,Hydrocodone/Acetaminophen,156,156.0,1236,1300.64,114.0,Opioid,2022,Hydrocodone-Acetaminophen
1942629969,Orthopedic Surgery,Meloxicam,43,43.0,1290,129.13,34.0,NSAID,2022,Meloxicam
1942629969,Orthopedic Surgery,Methocarbamol,58,58.0,760,362.11,49.0,Muscle Relaxant,2022,Methocarbamol
1942629969,Orthopedic Surgery,Oxycodone Hcl,46,46.0,335,389.44,28.0,Opioid,2022,Oxycodone Hcl
1942629969,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,26,26.0,172,189.99,22.0,Opioid,2022,Oxycodone-Acetaminophen
1942629969,Orthopedic Surgery,Tizanidine Hcl,33,33.0,333,212.73,26.0,Muscle Relaxant,2022,Tizanidine Hcl
1942629969,Orthopedic Surgery,Tramadol Hcl,61,61.0,375,220.73,44.0,Opioid,2022,Tramadol Hcl
1942650700,Orthopedic Surgery,Cyclobenzaprine Hcl,12,12.0,180,136.56,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1942650700,Orthopedic Surgery,Gabapentin,15,17.7,530,237.48,,Gabapentinoid,2022,Gabapentin
1942650700,Orthopedic Surgery,Meloxicam,11,11.0,300,23.24,,NSAID,2022,Meloxicam
1942650700,Orthopedic Surgery,Oxycodone Hcl,13,13.0,64,105.47,12.0,Opioid,2022,Oxycodone Hcl
1952304263,Orthopedic Surgery,Gabapentin,13,13.0,375,324.3,,Gabapentinoid,2022,Gabapentin
1952304263,Orthopedic Surgery,Hydrocodone/Acetaminophen,57,57.0,498,504.72,39.0,Opioid,2022,Hydrocodone-Acetaminophen
1952304263,Orthopedic Surgery,Ibuprofen,12,12.0,340,258.93,,NSAID,2022,Ibuprofen
1952304263,Orthopedic Surgery,Methocarbamol,70,70.0,813,477.28,36.0,Muscle Relaxant,2022,Methocarbamol
1952304263,Orthopedic Surgery,Oxycodone Hcl,36,36.0,210,237.32,25.0,Opioid,2022,Oxycodone Hcl
1952304263,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,21,21.0,311,388.87,,Opioid,2022,Oxycodone-Acetaminophen
1952304263,Orthopedic Surgery,Tramadol Hcl,28,28.0,199,57.13,19.0,Opioid,2022,Tramadol Hcl
1952304792,Orthopedic Surgery,Celecoxib,55,63.0,1890,1694.99,29.0,NSAID,2022,Celecoxib
1952304792,Orthopedic Surgery,Gabapentin,48,50.3,1495,578.56,25.0,Gabapentinoid,2022,Gabapentin
1952304792,Orthopedic Surgery,Hydrocodone/Acetaminophen,13,13.0,91,226.97,13.0,Opioid,2022,Hydrocodone-Acetaminophen
1952304792,Orthopedic Surgery,Tizanidine Hcl,13,21.0,567,309.97,,Muscle Relaxant,2022,Tizanidine Hcl
1952304792,Orthopedic Surgery,Tramadol Hcl,14,14.0,98,93.98,14.0,Opioid,2022,Tramadol Hcl
1952326159,Orthopedic Surgery,Hydrocodone/Acetaminophen,14,14.0,89,114.08,11.0,Opioid,2022,Hydrocodone-Acetaminophen
1952326159,Orthopedic Surgery,Tramadol Hcl,41,41.0,540,359.21,21.0,Opioid,2022,Tramadol Hcl
1952334948,Orthopedic Surgery,Cyclobenzaprine Hcl,24,25.0,486,573.99,17.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1952334948,Orthopedic Surgery,Hydrocodone/Acetaminophen,39,39.0,504,536.71,20.0,Opioid,2022,Hydrocodone-Acetaminophen
1952334948,Orthopedic Surgery,Oxycodone Hcl,13,13.0,155,122.39,,Opioid,2022,Oxycodone Hcl
1952334948,Orthopedic Surgery,Tramadol Hcl,13,13.0,125,57.96,,Opioid,2022,Tramadol Hcl
1952355059,Orthopedic Surgery,Gabapentin,18,26.0,742,259.51,13.0,Gabapentinoid,2022,Gabapentin
1952363038,Orthopedic Surgery,Celecoxib,30,30.0,36,69.39,29.0,NSAID,2022,Celecoxib
1952363038,Orthopedic Surgery,Gabapentin,21,22.0,461,154.04,15.0,Gabapentinoid,2022,Gabapentin
1952363038,Orthopedic Surgery,Hydrocodone/Acetaminophen,19,19.0,100,115.52,14.0,Opioid,2022,Hydrocodone-Acetaminophen
1952363038,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,46,46.0,258,457.35,38.0,Opioid,2022,Oxycodone-Acetaminophen
1952363038,Orthopedic Surgery,Pregabalin,27,27.0,44,54.39,26.0,Gabapentinoid,2022,Pregabalin
1952363038,Orthopedic Surgery,Tramadol Hcl,14,14.0,69,48.28,12.0,Opioid,2022,Tramadol Hcl
1952374282,Orthopedic Surgery,Celecoxib,40,40.0,1200,1114.21,34.0,NSAID,2022,Celecoxib
1952374282,Orthopedic Surgery,Cyclobenzaprine Hcl,12,14.0,334,314.41,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1952374282,Orthopedic Surgery,Gabapentin,101,103.3,2793,1332.93,65.0,Gabapentinoid,2022,Gabapentin
1952374282,Orthopedic Surgery,Hydrocodone/Acetaminophen,130,130.0,1621,1348.21,64.0,Opioid,2022,Hydrocodone-Acetaminophen
1952374282,Orthopedic Surgery,Meloxicam,63,63.0,1829,176.68,55.0,NSAID,2022,Meloxicam
1952374282,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,41,41.0,507,514.69,14.0,Opioid,2022,Oxycodone-Acetaminophen
1952374282,Orthopedic Surgery,Pregabalin,12,12.0,315,318.15,,Gabapentinoid,2022,Pregabalin
1952374282,Orthopedic Surgery,Tramadol Hcl,66,66.0,699,210.4,45.0,Opioid,2022,Tramadol Hcl
1952389280,Orthopedic Surgery,Celecoxib,18,20.2,606,601.37,,NSAID,2022,Celecoxib
1952389280,Orthopedic Surgery,Gabapentin,35,41.0,1198,561.22,16.0,Gabapentinoid,2022,Gabapentin
1952389280,Orthopedic Surgery,Hydrocodone/Acetaminophen,91,91.0,1631,1511.76,52.0,Opioid,2022,Hydrocodone-Acetaminophen
1952389280,Orthopedic Surgery,Meloxicam,57,71.0,2130,329.82,29.0,NSAID,2022,Meloxicam
1952389280,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,216,216.0,3447,5026.39,119.0,Opioid,2022,Oxycodone-Acetaminophen
1952389280,Orthopedic Surgery,Tizanidine Hcl,29,29.0,636,250.19,19.0,Muscle Relaxant,2022,Tizanidine Hcl
1952389280,Orthopedic Surgery,Tramadol Hcl,30,30.0,632,168.16,18.0,Opioid,2022,Tramadol Hcl
1952440505,Orthopedic Surgery,Gabapentin,23,23.0,690,299.3,,Gabapentinoid,2022,Gabapentin
1952440505,Orthopedic Surgery,Oxaprozin,18,18.0,519,1697.6,,NSAID,2022,Oxaprozin
1952440505,Orthopedic Surgery,Pregabalin,14,14.0,420,530.12,,Gabapentinoid,2022,Pregabalin
1952531022,Orthopedic Surgery,Celecoxib,12,18.0,540,239.42,,NSAID,2022,Celecoxib
1952531022,Orthopedic Surgery,Gabapentin,29,39.5,1185,375.53,12.0,Gabapentinoid,2022,Gabapentin
1952531022,Orthopedic Surgery,Meloxicam,66,74.0,2220,254.63,29.0,NSAID,2022,Meloxicam
1952544876,Orthopedic Surgery,Gabapentin,22,28.0,825,175.76,13.0,Gabapentinoid,2022,Gabapentin
1952544876,Orthopedic Surgery,Hydrocodone/Acetaminophen,25,25.0,157,236.74,16.0,Opioid,2022,Hydrocodone-Acetaminophen
1952544876,Orthopedic Surgery,Tizanidine Hcl,22,22.0,155,106.81,11.0,Muscle Relaxant,2022,Tizanidine Hcl
1952544876,Orthopedic Surgery,Tramadol Hcl,17,17.0,115,32.9,14.0,Opioid,2022,Tramadol Hcl
1952567349,Orthopedic Surgery,Celecoxib,21,21.0,630,530.22,14.0,NSAID,2022,Celecoxib
1952567349,Orthopedic Surgery,Cyclobenzaprine Hcl,103,103.0,1161,646.23,74.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1952567349,Orthopedic Surgery,Diclofenac Sodium,15,15.0,450,139.17,,NSAID,2022,Diclofenac Sodium
1952567349,Orthopedic Surgery,Gabapentin,63,67.0,1995,894.7,22.0,Gabapentinoid,2022,Gabapentin
1952567349,Orthopedic Surgery,Hydrocodone/Acetaminophen,54,54.0,367,371.55,38.0,Opioid,2022,Hydrocodone-Acetaminophen
1952567349,Orthopedic Surgery,Meloxicam,101,102.0,3024,343.85,83.0,NSAID,2022,Meloxicam
1952567349,Orthopedic Surgery,Oxycodone Hcl,19,19.0,136,148.91,14.0,Opioid,2022,Oxycodone Hcl
1952567349,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,62,62.0,428,614.78,45.0,Opioid,2022,Oxycodone-Acetaminophen
1952567349,Orthopedic Surgery,Pregabalin,48,48.0,1440,1026.07,24.0,Gabapentinoid,2022,Pregabalin
1952567349,Orthopedic Surgery,Tramadol Hcl,76,76.0,532,174.09,42.0,Opioid,2022,Tramadol Hcl
1952620718,Orthopedic Surgery,Gabapentin,40,44.0,1320,430.6,16.0,Gabapentinoid,2022,Gabapentin
1952620718,Orthopedic Surgery,Meloxicam,63,67.0,2010,329.03,22.0,NSAID,2022,Meloxicam
1952663262,Orthopedic Surgery,Gabapentin,13,13.0,198,92.55,11.0,Gabapentinoid,2022,Gabapentin
1952663262,Orthopedic Surgery,Hydrocodone/Acetaminophen,12,12.0,55,110.49,12.0,Opioid,2022,Hydrocodone-Acetaminophen
1952663262,Orthopedic Surgery,Meloxicam,16,18.0,396,69.04,12.0,NSAID,2022,Meloxicam
1952693749,Orthopedic Surgery,Celecoxib,16,16.5,496,517.03,,NSAID,2022,Celecoxib
1952693749,Orthopedic Surgery,Gabapentin,68,100.2,2979,1173.97,26.0,Gabapentinoid,2022,Gabapentin
1952693749,Orthopedic Surgery,Hydrocodone/Acetaminophen,47,47.0,187,344.82,35.0,Opioid,2022,Hydrocodone-Acetaminophen
1952693749,Orthopedic Surgery,Naproxen,16,16.0,419,159.42,,NSAID,2022,Naproxen
1952693749,Orthopedic Surgery,Oxycodone Hcl,15,15.0,56,49.73,,Opioid,2022,Oxycodone Hcl
1952693749,Orthopedic Surgery,Pregabalin,57,64.3,1873,1050.55,39.0,Gabapentinoid,2022,Pregabalin
1952693749,Orthopedic Surgery,Tizanidine Hcl,40,40.0,326,120.87,18.0,Muscle Relaxant,2022,Tizanidine Hcl
1952693749,Orthopedic Surgery,Tramadol Hcl,23,23.0,158,64.03,20.0,Opioid,2022,Tramadol Hcl
1952698870,Orthopedic Surgery,Gabapentin,129,131.5,2141,902.82,60.0,Gabapentinoid,2022,Gabapentin
1952698870,Orthopedic Surgery,Hydrocodone/Acetaminophen,111,111.0,737,853.29,65.0,Opioid,2022,Hydrocodone-Acetaminophen
1952698870,Orthopedic Surgery,Meloxicam,67,84.7,2540,187.45,37.0,NSAID,2022,Meloxicam
1952698870,Orthopedic Surgery,Oxycodone Hcl,14,14.0,94,139.26,,Opioid,2022,Oxycodone Hcl
1952698870,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,25,25.4,215,150.96,,Opioid,2022,Oxycodone-Acetaminophen
1952698870,Orthopedic Surgery,Tizanidine Hcl,58,58.0,821,1075.5,32.0,Muscle Relaxant,2022,Tizanidine Hcl
1952698870,Orthopedic Surgery,Tramadol Hcl,38,38.0,269,121.64,24.0,Opioid,2022,Tramadol Hcl
1962404137,Orthopedic Surgery,Cyclobenzaprine Hcl,13,13.0,170,83.98,,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1962404137,Orthopedic Surgery,Gabapentin,22,22.0,660,162.91,14.0,Gabapentinoid,2022,Gabapentin
1962404137,Orthopedic Surgery,Hydrocodone/Acetaminophen,50,50.0,287,312.52,38.0,Opioid,2022,Hydrocodone-Acetaminophen
1962404137,Orthopedic Surgery,Meloxicam,16,16.0,480,67.69,12.0,NSAID,2022,Meloxicam
1962404137,Orthopedic Surgery,Tramadol Hcl,34,34.0,277,95.14,23.0,Opioid,2022,Tramadol Hcl
1962446765,Orthopedic Surgery,Meloxicam,23,25.0,750,118.87,13.0,NSAID,2022,Meloxicam
1962449389,Orthopedic Surgery,Celecoxib,12,12.0,360,273.78,,NSAID,2022,Celecoxib
1962449389,Orthopedic Surgery,Cyclobenzaprine Hcl,44,44.0,1148,445.16,31.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
1962449389,Orthopedic Surgery,Gabapentin,72,77.3,1824,602.49,48.0,Gabapentinoid,2022,Gabapentin
1962449389,Orthopedic Surgery,Hydrocodone/Acetaminophen,96,96.0,518,815.13,48.0,Opioid,2022,Hydrocodone-Acetaminophen
1962449389,Orthopedic Surgery,Meloxicam,42,42.0,1240,170.01,36.0,NSAID,2022,Meloxicam
1962449389,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,21,21.0,132,120.35,13.0,Opioid,2022,Oxycodone-Acetaminophen
1962449389,Orthopedic Surgery,Tramadol Hcl,24,24.0,194,75.72,13.0,Opioid,2022,Tramadol Hcl
1962454520,Orthopedic Surgery,Acetaminophen With Codeine,11,11.0,74,83.48,,Opioid,2022,Acetaminophen-Codeine
1962454520,Orthopedic Surgery,Celecoxib,421,690.0,20700,12754.25,184.0,NSAID,2022,Celecoxib
1962454520,Orthopedic Surgery,Cyclobenzaprine Hcl,75,90.0,2236,374.71,41.0,Muscle Relaxant,2022,Cyclobenzaprine Hcl
