Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year
1003817552,Orthopedic Surgery,Meloxicam,138,158.0,4727,539.66,57.0,NSAID,2015
1003817552,Orthopedic Surgery,Oxycodone Hcl,21,21.0,249,359.04,16.0,Opioid,2015
1003817552,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,35,38.7,529,607.02,21.0,Opioid,2015
1003817552,Orthopedic Surgery,Tramadol Hcl,72,72.3,682,384.63,40.0,Opioid,2015
1003817602,Orthopedic Surgery,Celecoxib,12,12.0,360,2949.36,,NSAID,2015
1003817602,Orthopedic Surgery,Hydrocodone/Acetaminophen,66,66.0,446,1196.32,49.0,Opioid,2015
1003817602,Orthopedic Surgery,Oxycodone Hcl,20,20.0,203,483.77,12.0,Opioid,2015
1003817602,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,63,63.0,468,1838.65,43.0,Opioid,2015
1003817602,Orthopedic Surgery,Tramadol Hcl,33,33.0,322,154.86,18.0,Opioid,2015
1003819913,Neurosurgery,Acetaminophen With Codeine,75,75.0,498,853.82,45.0,Opioid,2015
1003819913,Neurosurgery,Carisoprodol,20,20.0,247,139.19,12.0,Muscle Relaxant,2015
1003819913,Neurosurgery,Gabapentin,17,17.1,496,142.85,,Gabapentinoid,2015
1003819913,Neurosurgery,Hydrocodone/Acetaminophen,32,32.7,384,704.92,17.0,Opioid,2015
1003819913,Neurosurgery,Tramadol Hcl,13,13.0,89,41.83,11.0,Opioid,2015
1003823170,Orthopedic Surgery,Hydrocodone/Acetaminophen,46,46.0,372,752.61,36.0,Opioid,2015
1003823170,Orthopedic Surgery,Naproxen,39,39.0,1095,211.69,,NSAID,2015
1003823170,Orthopedic Surgery,Tramadol Hcl,32,34.0,459,169.49,17.0,Opioid,2015
1003834490,Orthopedic Surgery,Baclofen,20,20.0,560,210.65,12.0,Muscle Relaxant,2015
1003834490,Orthopedic Surgery,Cyclobenzaprine Hcl,15,15.0,450,93.06,,Muscle Relaxant,2015
1003834490,Orthopedic Surgery,Diclofenac Sodium,28,32.0,960,570.95,21.0,NSAID,2015
1003834490,Orthopedic Surgery,Gabapentin,47,53.0,1570,678.26,29.0,Gabapentinoid,2015
1003834490,Orthopedic Surgery,Hydrocodone/Acetaminophen,46,46.0,455,539.19,15.0,Opioid,2015
1003834490,Orthopedic Surgery,Meloxicam,95,97.0,2910,473.52,49.0,NSAID,2015
1003834490,Orthopedic Surgery,Oxycodone Hcl,28,28.0,287,333.1,13.0,Opioid,2015
1003834490,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,86,86.0,1008,1145.11,36.0,Opioid,2015
1003834490,Orthopedic Surgery,Tramadol Hcl,124,128.0,1850,564.89,41.0,Opioid,2015
1003834680,Neurosurgery,Hydrocodone/Acetaminophen,47,47.0,763,1275.87,41.0,Opioid,2015
1003843681,Orthopedic Surgery,Acetaminophen With Codeine,40,40.0,630,681.28,,Opioid,2015
1003843681,Orthopedic Surgery,Baclofen,12,12.0,360,349.8,,Muscle Relaxant,2015
1003843681,Orthopedic Surgery,Carisoprodol,15,15.0,450,185.38,,Muscle Relaxant,2015
1003843681,Orthopedic Surgery,Celecoxib,114,169.0,4870,30386.77,27.0,NSAID,2015
1003843681,Orthopedic Surgery,Cyclobenzaprine Hcl,91,100.5,2213,747.69,24.0,Muscle Relaxant,2015
1003843681,Orthopedic Surgery,Diclofenac Sodium,313,349.0,10458,5921.24,102.0,NSAID,2015
1003843681,Orthopedic Surgery,Gabapentin,254,324.0,9544,3155.11,71.0,Gabapentinoid,2015
1003843681,Orthopedic Surgery,Hydrocodone/Acetaminophen,492,493.5,14185,16858.37,110.0,Opioid,2015
1003843681,Orthopedic Surgery,Ibuprofen,25,25.0,666,180.13,,NSAID,2015
1003843681,Orthopedic Surgery,Pregabalin,62,66.0,1980,25976.87,,Gabapentinoid,2015
1003843681,Orthopedic Surgery,Meloxicam,57,95.0,2835,214.47,20.0,NSAID,2015
1003843681,Orthopedic Surgery,Metaxalone,12,12.0,335,4058.42,,Muscle Relaxant,2015
1003843681,Orthopedic Surgery,Oxycodone Hcl,43,43.0,1093,1664.74,18.0,Opioid,2015
1003843681,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,165,165.0,4346,10932.22,54.0,Opioid,2015
1003843681,Orthopedic Surgery,Tramadol Hcl,420,446.0,9447,2904.1,135.0,Opioid,2015
1003844523,Orthopedic Surgery,Celecoxib,16,16.0,480,2384.36,,NSAID,2015
1003844523,Orthopedic Surgery,Cyclobenzaprine Hcl,32,32.0,820,728.98,19.0,Muscle Relaxant,2015
1003844523,Orthopedic Surgery,Etodolac,11,11.0,330,229.99,,NSAID,2015
1003844523,Orthopedic Surgery,Gabapentin,27,27.0,810,430.47,,Gabapentinoid,2015
1003844523,Orthopedic Surgery,Hydrocodone/Acetaminophen,157,157.0,4079,2950.77,61.0,Opioid,2015
1003844523,Orthopedic Surgery,Ibuprofen,15,15.0,450,105.64,,NSAID,2015
1003844523,Orthopedic Surgery,Meloxicam,15,23.0,672,92.69,,NSAID,2015
1003844523,Orthopedic Surgery,Oxycodone Hcl,16,16.0,386,550.0,,Opioid,2015
1003844523,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,159,159.0,3863,6274.55,47.0,Opioid,2015
1003844523,Orthopedic Surgery,Oxycodone Hcl,14,14.0,370,4901.92,,Opioid,2015
1003844523,Orthopedic Surgery,Tramadol Hcl,18,18.0,467,185.88,,Opioid,2015
1003847484,Neurosurgery,Gabapentin,23,23.0,690,189.91,,Gabapentinoid,2015
1003847484,Neurosurgery,Hydrocodone/Acetaminophen,17,17.0,265,419.89,17.0,Opioid,2015
1003847484,Neurosurgery,Oxycodone Hcl/Acetaminophen,13,13.0,134,562.39,12.0,Opioid,2015
1003850736,Neurosurgery,Gabapentin,18,24.0,720,251.98,14.0,Gabapentinoid,2015
1003850736,Neurosurgery,Hydrocodone/Acetaminophen,95,95.1,1606,1462.14,54.0,Opioid,2015
1003850736,Neurosurgery,Oxycodone Hcl/Acetaminophen,91,91.0,1438,2554.69,79.0,Opioid,2015
1003860495,Neurosurgery,Hydrocodone/Acetaminophen,25,25.7,300,328.58,22.0,Opioid,2015
1003860495,Neurosurgery,Methocarbamol,11,11.0,126,162.13,,Muscle Relaxant,2015
1003865429,Neurosurgery,Gabapentin,12,13.0,304,124.22,,Gabapentinoid,2015
1003865429,Neurosurgery,Hydrocodone/Acetaminophen,21,21.0,98,199.95,21.0,Opioid,2015
1003870668,Orthopedic Surgery,Gabapentin,13,19.1,573,175.64,,Gabapentinoid,2015
1003871195,Orthopedic Surgery,Gabapentin,60,66.0,1950,286.79,29.0,Gabapentinoid,2015
1003871195,Orthopedic Surgery,Hydrocodone/Acetaminophen,70,70.0,738,731.01,50.0,Opioid,2015
1003871195,Orthopedic Surgery,Meloxicam,140,160.0,4800,475.47,50.0,NSAID,2015
1003871195,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,91,91.3,927,1889.57,54.0,Opioid,2015
1003871195,Orthopedic Surgery,Tramadol Hcl,23,23.0,279,103.2,11.0,Opioid,2015
1003878570,Neurosurgery,Cyclobenzaprine Hcl,15,15.0,404,52.41,,Muscle Relaxant,2015
1003878570,Neurosurgery,Diclofenac Sodium,53,55.0,1621,1137.04,19.0,NSAID,2015
1003878570,Neurosurgery,Gabapentin,213,228.0,6555,3178.26,76.0,Gabapentinoid,2015
1003878570,Neurosurgery,Hydrocodone/Acetaminophen,12,12.0,273,173.8,11.0,Opioid,2015
1003878570,Neurosurgery,Oxycodone Hcl/Acetaminophen,18,18.0,448,765.47,,Opioid,2015
1003878877,Neurosurgery,Baclofen,44,44.0,930,520.93,27.0,Muscle Relaxant,2015
1003878877,Neurosurgery,Hydrocodone/Acetaminophen,122,122.0,1010,2024.02,84.0,Opioid,2015
1003878877,Neurosurgery,Hydromorphone Hcl,21,21.0,181,163.83,14.0,Opioid,2015
1003878877,Neurosurgery,Oxycodone Hcl,13,13.0,116,200.84,,Opioid,2015
1003878877,Neurosurgery,Oxycodone Hcl/Acetaminophen,313,315.0,2271,6978.98,208.0,Opioid,2015
1003878877,Neurosurgery,Tizanidine Hcl,20,20.0,410,333.5,16.0,Muscle Relaxant,2015
1003878877,Neurosurgery,Tramadol Hcl,35,35.0,326,236.2,26.0,Opioid,2015
1003880238,Neurosurgery,Cyclobenzaprine Hcl,11,11.0,250,122.13,,Muscle Relaxant,2015
1003880238,Neurosurgery,Gabapentin,29,51.0,1530,402.83,16.0,Gabapentinoid,2015
1003880238,Neurosurgery,Hydrocodone/Acetaminophen,20,20.0,232,413.67,11.0,Opioid,2015
1003880238,Neurosurgery,Hydromorphone Hcl,11,11.0,121,171.5,,Opioid,2015
1003880238,Neurosurgery,Ibuprofen,22,24.3,680,228.45,16.0,NSAID,2015
1003880238,Neurosurgery,Oxycodone Hcl,55,55.0,780,2467.88,34.0,Opioid,2015
1003880238,Neurosurgery,Oxycodone Hcl/Acetaminophen,23,23.0,228,486.99,,Opioid,2015
1003880238,Neurosurgery,Tramadol Hcl,70,70.0,708,368.15,24.0,Opioid,2015
1003891896,Neurosurgery,Baclofen,12,14.7,382,112.09,,Muscle Relaxant,2015
1003891896,Neurosurgery,Gabapentin,131,145.0,4350,1119.52,54.0,Gabapentinoid,2015
1003891896,Neurosurgery,Hydrocodone/Acetaminophen,91,91.0,2423,2970.32,41.0,Opioid,2015
1003891896,Neurosurgery,Ibuprofen,50,50.0,1500,424.68,19.0,NSAID,2015
1003891896,Neurosurgery,Naproxen,18,22.0,660,129.46,12.0,NSAID,2015
1003891896,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.0,673,1921.28,14.0,Opioid,2015
1003891896,Neurosurgery,Tramadol Hcl,15,15.0,416,121.18,12.0,Opioid,2015
1003894460,Orthopedic Surgery,Hydrocodone/Acetaminophen,21,21.3,390,796.67,19.0,Opioid,2015
1003894460,Orthopedic Surgery,Oxycodone Hcl,22,22.0,375,981.85,16.0,Opioid,2015
1003897000,Orthopedic Surgery,Acetaminophen With Codeine,39,39.0,628,345.9,28.0,Opioid,2015
1003897000,Orthopedic Surgery,Celecoxib,42,44.0,1320,3705.71,24.0,NSAID,2015
1003897000,Orthopedic Surgery,Diclofenac Sodium,11,11.0,330,97.36,,NSAID,2015
1003897000,Orthopedic Surgery,Etodolac,46,46.0,1380,2353.0,30.0,NSAID,2015
1003897000,Orthopedic Surgery,Gabapentin,41,41.0,1132,472.63,25.0,Gabapentinoid,2015
1003897000,Orthopedic Surgery,Hydrocodone/Acetaminophen,152,155.5,2691,2973.24,97.0,Opioid,2015
1003897000,Orthopedic Surgery,Meloxicam,16,20.0,600,46.49,,NSAID,2015
1003897000,Orthopedic Surgery,Nabumetone,468,477.0,14249,9763.58,285.0,NSAID,2015
1003897000,Orthopedic Surgery,Naproxen,11,12.0,360,95.84,,NSAID,2015
1003897000,Orthopedic Surgery,Tramadol Hcl,54,54.0,989,216.34,41.0,Opioid,2015
1003898255,Orthopedic Surgery,Gabapentin,20,20.0,560,145.72,,Gabapentinoid,2015
1003898255,Orthopedic Surgery,Meloxicam,15,15.0,450,72.3,,NSAID,2015
1003900051,Neurosurgery,Cyclobenzaprine Hcl,45,45.0,1335,377.94,25.0,Muscle Relaxant,2015
1003900051,Neurosurgery,Diclofenac Sodium,136,138.0,4119,1894.33,78.0,NSAID,2015
1003900051,Neurosurgery,Gabapentin,56,68.0,2019,692.73,29.0,Gabapentinoid,2015
1003900051,Neurosurgery,Hydrocodone/Acetaminophen,135,135.0,3666,2274.88,62.0,Opioid,2015
1003900051,Neurosurgery,Meloxicam,28,36.0,1080,158.08,17.0,NSAID,2015
1003900051,Neurosurgery,Oxycodone Hcl/Acetaminophen,23,23.0,362,521.02,19.0,Opioid,2015
1003900051,Neurosurgery,Tizanidine Hcl,13,13.0,390,203.2,,Muscle Relaxant,2015
1003915885,Orthopedic Surgery,Acetaminophen With Codeine,13,13.0,119,129.6,,Opioid,2015
1003915885,Orthopedic Surgery,Gabapentin,148,175.6,4721,1583.07,50.0,Gabapentinoid,2015
1003915885,Orthopedic Surgery,Hydrocodone/Acetaminophen,31,32.0,351,593.14,17.0,Opioid,2015
1003915885,Orthopedic Surgery,Oxycodone Hcl,49,49.0,404,683.39,27.0,Opioid,2015
1003915885,Orthopedic Surgery,Tizanidine Hcl,19,19.0,548,914.23,,Muscle Relaxant,2015
1003915885,Orthopedic Surgery,Tramadol Hcl,123,126.0,2230,905.73,55.0,Opioid,2015
1003920224,Neurosurgery,Acetaminophen With Codeine,53,53.0,387,510.2,23.0,Opioid,2015
1003920224,Neurosurgery,Gabapentin,12,14.0,380,289.58,,Gabapentinoid,2015
1003920224,Neurosurgery,Hydrocodone/Acetaminophen,65,65.0,573,1175.04,47.0,Opioid,2015
1003920224,Neurosurgery,Tizanidine Hcl,50,52.0,708,737.34,29.0,Muscle Relaxant,2015
1003920224,Neurosurgery,Tramadol Hcl,31,31.0,360,161.07,19.0,Opioid,2015
1003958893,Neurosurgery,Gabapentin,53,67.1,1784,906.31,14.0,Gabapentinoid,2015
1003980566,Orthopedic Surgery,Carisoprodol,32,32.0,923,411.89,,Muscle Relaxant,2015
1003980566,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,18,18.0,354,2401.71,,Opioid,2015
1003980566,Orthopedic Surgery,Gabapentin,18,19.0,523,207.15,,Gabapentinoid,2015
1003980566,Orthopedic Surgery,Hydrocodone/Acetaminophen,171,171.0,3045,8487.05,32.0,Opioid,2015
1003980566,Orthopedic Surgery,Hydromorphone Hcl,11,11.0,181,134.12,,Opioid,2015
1003980566,Orthopedic Surgery,Morphine Sulfate,43,43.0,1265,3007.01,,Opioid,2015
1003980566,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,171,171.0,2556,16872.62,26.0,Opioid,2015
1003980566,Orthopedic Surgery,Oxycodone Hcl,52,52.0,1560,29085.7,,Opioid,2015
1003980566,Orthopedic Surgery,Tramadol Hcl,24,25.0,611,178.85,17.0,Opioid,2015
1003986514,Orthopedic Surgery,Gabapentin,337,355.1,10619,2104.58,148.0,Gabapentinoid,2015
1003986514,Orthopedic Surgery,Hydrocodone/Acetaminophen,61,61.0,638,871.74,42.0,Opioid,2015
1003986514,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,69,69.0,784,1636.12,44.0,Opioid,2015
1003986514,Orthopedic Surgery,Diclofenac Sodium,21,21.0,626,30078.02,18.0,NSAID,2015
1003986514,Orthopedic Surgery,Tramadol Hcl,32,32.0,363,196.41,23.0,Opioid,2015
1003986514,Orthopedic Surgery,Naproxen/Esomeprazole Mag,11,11.0,330,16133.95,,NSAID,2015
1003986514,Orthopedic Surgery,Diclofenac Sodium,19,19.0,331,1444.3,13.0,NSAID,2015
1013002625,Orthopedic Surgery,Hydrocodone/Acetaminophen,63,63.0,630,1189.04,41.0,Opioid,2015
1013002625,Orthopedic Surgery,Ibuprofen,17,17.0,485,106.43,11.0,NSAID,2015
1013002625,Orthopedic Surgery,Meloxicam,13,16.0,460,103.11,,NSAID,2015
1013002625,Orthopedic Surgery,Tramadol Hcl,72,72.0,1352,555.22,43.0,Opioid,2015
1013006311,Neurosurgery,Cyclobenzaprine Hcl,14,16.0,450,35.41,,Muscle Relaxant,2015
1013006311,Neurosurgery,Gabapentin,17,17.0,510,394.04,,Gabapentinoid,2015
1013006311,Neurosurgery,Hydrocodone/Acetaminophen,24,24.0,486,370.03,12.0,Opioid,2015
1013006311,Neurosurgery,Oxycodone Hcl,114,114.0,2757,2871.94,24.0,Opioid,2015
1013006311,Neurosurgery,Oxycodone Hcl/Acetaminophen,40,40.0,995,1548.46,12.0,Opioid,2015
1013061084,Neurosurgery,Gabapentin,14,14.0,331,95.14,,Gabapentinoid,2015
1013061084,Neurosurgery,Hydrocodone/Acetaminophen,33,33.0,410,752.88,23.0,Opioid,2015
1013061084,Neurosurgery,Methocarbamol,15,15.0,423,393.09,,Muscle Relaxant,2015
1013061084,Neurosurgery,Morphine Sulfate,15,15.0,327,511.21,,Opioid,2015
1013061084,Neurosurgery,Oxycodone Hcl,15,15.0,194,318.4,11.0,Opioid,2015
1013061084,Neurosurgery,Oxycodone Hcl/Acetaminophen,50,50.0,709,1635.83,22.0,Opioid,2015
1013064948,Neurosurgery,Hydrocodone/Acetaminophen,16,16.0,84,677.98,15.0,Opioid,2015
1013074558,Neurosurgery,Baclofen,18,18.0,532,275.76,,Muscle Relaxant,2015
1013074558,Neurosurgery,Gabapentin,14,14.0,400,78.9,,Gabapentinoid,2015
1013074558,Neurosurgery,Oxycodone Hcl,13,13.0,267,324.37,,Opioid,2015
1013084615,Neurosurgery,Gabapentin,28,28.0,778,651.3,13.0,Gabapentinoid,2015
1013084615,Neurosurgery,Pregabalin,12,12.0,360,5497.05,,Gabapentinoid,2015
1013084615,Neurosurgery,Orphenadrine Citrate,14,14.0,400,499.82,,Muscle Relaxant,2015
1013084615,Neurosurgery,Oxycodone Hcl,50,50.0,1194,1479.94,22.0,Opioid,2015
1013089663,Orthopedic Surgery,Hydrocodone/Acetaminophen,34,34.3,359,495.95,20.0,Opioid,2015
1013089663,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,28,28.0,162,431.39,21.0,Opioid,2015
1013097427,Neurosurgery,Hydrocodone/Acetaminophen,13,13.0,186,199.55,12.0,Opioid,2015
1013097427,Neurosurgery,Hydromorphone Hcl,12,12.0,125,87.05,,Opioid,2015
1013097427,Neurosurgery,Oxycodone Hcl/Acetaminophen,56,56.0,681,1378.57,44.0,Opioid,2015
1013097427,Neurosurgery,Tramadol Hcl,23,23.0,263,192.99,11.0,Opioid,2015
1013114735,Neurosurgery,Cyclobenzaprine Hcl,45,45.0,616,391.64,32.0,Muscle Relaxant,2015
1013114735,Neurosurgery,Gabapentin,13,13.0,390,213.02,,Gabapentinoid,2015
1013114735,Neurosurgery,Hydrocodone/Acetaminophen,114,114.0,823,1641.25,54.0,Opioid,2015
1013114735,Neurosurgery,Oxycodone Hcl/Acetaminophen,88,88.0,589,1975.17,52.0,Opioid,2015
1013114735,Neurosurgery,Tramadol Hcl,34,34.0,290,113.76,23.0,Opioid,2015
1013117688,Neurosurgery,Cyclobenzaprine Hcl,24,24.0,467,483.66,18.0,Muscle Relaxant,2015
1013117688,Neurosurgery,Gabapentin,13,13.0,380,116.93,,Gabapentinoid,2015
1013117688,Neurosurgery,Hydrocodone/Acetaminophen,84,84.0,933,1624.17,59.0,Opioid,2015
1013117688,Neurosurgery,Oxycodone Hcl,29,30.0,359,463.67,22.0,Opioid,2015
1013117688,Neurosurgery,Oxycodone Hcl/Acetaminophen,54,54.0,674,2995.8,34.0,Opioid,2015
1013117688,Neurosurgery,Tramadol Hcl,11,11.0,152,64.17,,Opioid,2015
1013131275,Neurosurgery,Cyclobenzaprine Hcl,22,22.0,190,89.65,13.0,Muscle Relaxant,2015
1013131275,Neurosurgery,Oxycodone Hcl,29,29.0,197,114.2,18.0,Opioid,2015
1013137991,Neurosurgery,Gabapentin,15,21.6,647,200.44,,Gabapentinoid,2015
1013137991,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.7,451,893.24,20.0,Opioid,2015
1013160209,Neurosurgery,Acetaminophen With Codeine,42,42.3,1143,677.9,25.0,Opioid,2015
1013160209,Neurosurgery,Gabapentin,290,297.3,8890,3631.5,106.0,Gabapentinoid,2015
1013160209,Neurosurgery,Hydrocodone/Acetaminophen,68,68.0,1062,1562.92,55.0,Opioid,2015
1013160209,Neurosurgery,Pregabalin,28,28.0,840,8992.93,14.0,Gabapentinoid,2015
1013160209,Neurosurgery,Oxycodone Hcl/Acetaminophen,17,17.0,308,724.23,13.0,Opioid,2015
1013160209,Neurosurgery,Tramadol Hcl,29,29.0,783,164.72,22.0,Opioid,2015
1013163120,Orthopedic Surgery,Cyclobenzaprine Hcl,12,12.0,315,299.04,,Muscle Relaxant,2015
1013168004,Neurosurgery,Cyclobenzaprine Hcl,11,11.0,204,100.41,,Muscle Relaxant,2015
1013168004,Neurosurgery,Hydrocodone/Acetaminophen,17,17.0,264,245.63,16.0,Opioid,2015
1013222660,Orthopedic Surgery,Fentanyl,12,12.0,360,2466.8,,Opioid,2015
1013222660,Orthopedic Surgery,Meloxicam,12,12.0,285,71.82,,NSAID,2015
1013222660,Orthopedic Surgery,Oxycodone Hcl,12,12.0,220,653.39,,Opioid,2015
1013900216,Neurosurgery,Cyclobenzaprine Hcl,55,56.5,1344,760.85,32.0,Muscle Relaxant,2015
1013900216,Neurosurgery,Gabapentin,115,161.0,4605,1513.15,35.0,Gabapentinoid,2015
1013900216,Neurosurgery,Hydrocodone/Acetaminophen,304,304.1,3974,5986.99,72.0,Opioid,2015
1013900216,Neurosurgery,Hydromorphone Hcl,25,25.0,250,219.21,11.0,Opioid,2015
1013900216,Neurosurgery,Meloxicam,60,77.0,2280,343.22,24.0,NSAID,2015
1013900216,Neurosurgery,Oxycodone Hcl,109,109.0,1527,2977.17,37.0,Opioid,2015
1013900216,Neurosurgery,Oxycodone Hcl/Acetaminophen,167,169.2,2250,6328.11,59.0,Opioid,2015
1013900216,Neurosurgery,Tizanidine Hcl,26,27.0,769,464.75,13.0,Muscle Relaxant,2015
1013900216,Neurosurgery,Tramadol Hcl,63,64.5,1075,482.46,21.0,Opioid,2015
1013900695,Orthopedic Surgery,Celecoxib,34,35.0,1050,2263.72,12.0,NSAID,2015
1013900695,Orthopedic Surgery,Diclofenac Sodium,156,157.0,4710,1987.73,99.0,NSAID,2015
1013900695,Orthopedic Surgery,Gabapentin,20,21.1,595,220.45,,Gabapentinoid,2015
1013900695,Orthopedic Surgery,Hydrocodone/Acetaminophen,92,94.3,1384,1731.11,52.0,Opioid,2015
1013900695,Orthopedic Surgery,Meloxicam,20,20.0,600,70.76,,NSAID,2015
1013900695,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,72,72.0,781,1672.44,57.0,Opioid,2015
1013900695,Orthopedic Surgery,Tramadol Hcl,119,119.3,2168,741.22,61.0,Opioid,2015
