Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Brnd_Name,Drug_Category,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Year
1720347834,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,25,25.0,258,98.73,,2021
1720390412,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,13.0,390,74.09,,2021
1720390412,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,16,16.0,228,156.1,,2021
1720390412,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,13,13.0,162,158.93,12.0,2021
1720390412,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,16,16.0,331,118.62,,2021
1720402522,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,51,51.0,295,440.12,46.0,2021
1720402522,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,19,19.0,110,191.79,13.0,2021
1730106204,Neurosurgery,Celecoxib,Celecoxib,NSAID,42,62.0,1860,1982.59,18.0,2021
1730106204,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,222,254.3,7380,3947.36,84.0,2021
1730106204,Neurosurgery,Meloxicam,Meloxicam,NSAID,11,15.0,450,41.97,,2021
1730106204,Neurosurgery,Naproxen,Naproxen,NSAID,21,21.0,591,263.7,,2021
1730106204,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,50,66.0,1980,3144.06,17.0,2021
1730106204,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,11.0,233,64.13,,2021
1730139247,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,12,12.0,335,495.72,,2021
1730139247,Neurosurgery,Celecoxib,Celecoxib,NSAID,18,20.0,553,240.22,,2021
1730139247,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,11,11.0,77,39.98,,2021
1730139247,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,22,22.0,584,322.78,,2021
1730176389,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,25,29.1,874,763.48,18.0,2021
1730176389,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,11,11.0,118,222.09,,2021
1730176389,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,35,35.0,401,230.92,16.0,2021
1730176389,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,24,24.0,362,427.82,19.0,2021
1730176389,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,22,22.0,246,76.48,15.0,2021
1730184920,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,23,23.0,590,165.17,11.0,2021
1730184920,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,89,89.0,709,739.6,62.0,2021
1730184920,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,31,31.0,248,183.24,19.0,2021
1730184920,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,17,17.0,218,168.29,13.0,2021
1730228750,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,54,58.0,1730,1437.48,23.0,2021
1730228750,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,115,127.5,3780,1615.27,49.0,2021
1730228750,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,13,13.0,228,525.9,,2021
1730228750,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,18,18.0,475,190.96,,2021
1730228750,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,12,12.0,360,397.83,,2021
1730228750,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,29,29.0,287,467.25,19.0,2021
1730228750,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,30,30.0,351,704.12,15.0,2021
1730228750,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,14,21.0,630,770.06,,2021
1730228750,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,43,48.0,1104,428.19,16.0,2021
1730272550,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,47,48.0,1410,774.07,13.0,2021
1730272550,Neurosurgery,Meloxicam,Meloxicam,NSAID,70,76.0,2280,335.18,25.0,2021
1730272550,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,42,42.0,1083,591.01,24.0,2021
1730272550,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,58,58.0,543,834.62,41.0,2021
1730272550,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,11,11.0,320,2669.73,,2021
1730272550,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,36,46.0,1308,393.12,17.0,2021
1730317090,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,20,21.0,281,217.6,16.0,2021
1730317090,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,46,46.0,472,477.04,33.0,2021
1730347899,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,11,11.0,73,57.21,,2021
1730347899,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,21,28.3,797,488.74,16.0,2021
1730347899,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,125,135.1,3964,1376.2,60.0,2021
1730347899,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,134,134.0,1107,1801.51,120.0,2021
1730347899,Neurosurgery,Meloxicam,Meloxicam,NSAID,57,61.0,1799,204.11,38.0,2021
1730347899,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,22,22.0,284,198.56,14.0,2021
1730347899,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,15,15.0,162,229.4,13.0,2021
1730347899,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,12,12.0,98,36.41,12.0,2021
1730352535,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,20,20.0,440,171.61,13.0,2021
1730352535,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,18,18.0,110,188.92,18.0,2021
1730368499,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,15,15.0,153,138.35,14.0,2021
1730473232,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,34,44.0,1320,446.28,13.0,2021
1730594805,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,11,11.0,126,242.17,,2021
1730594805,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,81,113.08,,2021
1740214295,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,24,27.0,810,111.07,,2021
1740214295,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,23,23.0,426,447.32,14.0,2021
1740221910,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,20,20.0,285,131.16,16.0,2021
1740221910,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,108,128.0,3815,915.03,43.0,2021
1740221910,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,26,26.0,370,189.14,17.0,2021
1740244813,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,16,20.0,600,251.65,,2021
1740244813,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,93,93.0,516,996.47,78.0,2021
1740244813,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,28,28.0,235,289.44,19.0,2021
1740244813,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,16,22.0,660,1034.13,,2021
1740244813,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,19,19.0,141,64.01,13.0,2021
1740250752,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,30,35.0,1039,425.85,12.0,2021
1740250752,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,19,19.0,61,101.33,17.0,2021
1740265370,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,35,35.0,129,274.7,26.0,2021
1740265370,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,20,20.0,140,132.3,,2021
1740276773,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,32,32.0,170,391.25,30.0,2021
1740276773,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,11,11.0,103,88.08,,2021
1740276773,Neurosurgery,Naproxen,Naproxen,NSAID,37,37.0,1095,184.6,18.0,2021
1740276773,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,23,23.0,345,101.41,,2021
1740281880,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,13,13.0,260,134.45,,2021
1740281880,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,22,22.5,675,272.54,12.0,2021
1740281880,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,249,249.0,1866,3277.2,128.0,2021
1740281880,Neurosurgery,Meloxicam,Meloxicam,NSAID,11,11.0,280,30.87,,2021
1740281880,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,33,33.0,719,344.79,21.0,2021
1740281880,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,71,71.5,588,859.93,24.0,2021
1740281880,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,36,36.0,720,358.3,24.0,2021
1740281880,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,14,14.0,99,80.13,,2021
1740284777,Neurosurgery,Flurbiprofen,Flurbiprofen,NSAID,39,43.0,1140,907.0,24.0,2021
1740284777,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,35,42.0,980,289.6,17.0,2021
1740284777,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,14,14.0,169,118.19,13.0,2021
1740284777,Neurosurgery,Meloxicam,Meloxicam,NSAID,37,39.0,1170,115.39,26.0,2021
1740284777,Neurosurgery,Nabumetone,Nabumetone,NSAID,14,15.0,430,267.43,11.0,2021
1740317957,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,15,15.0,323,139.0,,2021
1740317957,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,35,37.0,1094,441.88,13.0,2021
1740317957,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,43,43.0,293,398.49,21.0,2021
1740317957,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,19,19.0,131,149.69,,2021
1740321884,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,35.0,1012,637.82,11.0,2021
1740397199,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,106,87.17,,2021
1740397306,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,16,16.0,234,170.9,,2021
1740397306,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,109,123.5,3570,1325.41,36.0,2021
1740397306,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,131,131.0,1687,932.44,78.0,2021
1740397306,Neurosurgery,Meloxicam,Meloxicam,NSAID,22,32.0,960,133.82,,2021
1740397306,Neurosurgery,Metaxalone,Metaxalone,Muscle Relaxant,12,18.0,530,2579.09,,2021
1740397306,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,83,83.5,2105,1035.32,57.0,2021
1740397306,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,30,30.0,344,243.12,15.0,2021
1740397306,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,16,24.0,690,851.39,,2021
1740397306,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,77,81.5,2405,917.61,24.0,2021
1740397306,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,109,109.0,1704,344.17,57.0,2021
1740414895,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,40,40.0,508,300.97,26.0,2021
1740414895,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,11.2,335,126.5,,2021
1740414895,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,12,12.0,74,163.18,12.0,2021
1740414895,Neurosurgery,Meloxicam,Meloxicam,NSAID,20,20.0,600,68.88,19.0,2021
1740414895,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,58,58.0,354,981.36,44.0,2021
1740418235,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,22,24.0,675,227.62,12.0,2021
1740418235,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,16,16.0,93,152.83,12.0,2021
1740418235,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,13,13.0,172,122.2,,2021
1740418235,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,13,13.0,390,232.38,,2021
1740444389,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,12,12.0,245,251.42,,2021
